"Plot Title: 21523214."
"#","Date Time, GMT+07:00","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534670)","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534671)","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534672)","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534673)"
57823,07/17/26 08 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
57824,07/17/26 08 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
57825,07/17/26 08 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
57826,07/17/26 08 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
57827,07/17/26 08 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
57828,07/17/26 08 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
57829,07/17/26 08 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
57830,07/17/26 08 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
57831,07/17/26 08 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
57832,07/17/26 08 นาฬิกา 40 นาที,-888.9,-888.9,-888.9,-888.9
57833,07/17/26 08 นาฬิกา 40 นาที,-888.9,-888.9,-888.9,-888.9
57834,07/17/26 08 นาฬิกา 40 นาที,-888.9,-888.9,-888.9,-888.9
57835,07/17/26 08 นาฬิกา 40 นาที,-888.9,-888.9,-888.9,-888.9
57836,07/17/26 08 นาฬิกา 40 นาที,-888.9,-888.9,-888.9,-888.9
57837,07/17/26 08 นาฬิกา 40 นาที,-888.9,-888.9,-888.9,-888.9
57838,07/17/26 08 นาฬิกา 41 นาที,-888.9,-888.9,-888.9,-888.9
57839,07/17/26 08 นาฬิกา 41 นาที,-888.9,-888.9,-888.9,-888.9
57840,07/17/26 08 นาฬิกา 41 นาที,-888.9,-888.9,-888.9,-888.9
57841,07/17/26 08 นาฬิกา 41 นาที,-888.9,-888.9,-888.9,-888.9
57842,07/17/26 08 นาฬิกา 41 นาที,-888.9,-888.9,-888.9,-888.9
57843,07/17/26 08 นาฬิกา 41 นาที,-888.9,-888.9,-888.9,-888.9
57844,07/17/26 08 นาฬิกา 42 นาที,-888.9,-888.9,-888.9,-888.9
57845,07/17/26 08 นาฬิกา 42 นาที,-888.9,-888.9,-888.9,-888.9
57846,07/17/26 08 นาฬิกา 42 นาที,-888.9,-888.9,-888.9,-888.9
57847,07/17/26 08 นาฬิกา 42 นาที,-888.9,-888.9,-888.9,-888.9
57848,07/17/26 08 นาฬิกา 42 นาที,-888.9,-888.9,-888.9,-888.9
57849,07/17/26 08 นาฬิกา 42 นาที,-888.9,-888.9,-888.9,-888.9
57850,07/17/26 08 นาฬิกา 43 นาที,-888.9,-888.9,-888.9,-888.9
57851,07/17/26 08 นาฬิกา 43 นาที,-888.9,-888.9,-888.9,-888.9
57852,07/17/26 08 นาฬิกา 43 นาที,-888.9,-888.9,-888.9,-888.9
57853,07/17/26 08 นาฬิกา 43 นาที,-888.9,-888.9,-888.9,-888.9
57854,07/17/26 08 นาฬิกา 43 นาที,-888.9,-888.9,-888.9,-888.9
57855,07/17/26 08 นาฬิกา 43 นาที,-888.9,-888.9,-888.9,-888.9
57856,07/17/26 08 นาฬิกา 44 นาที,-888.9,-888.9,-888.9,-888.9
57857,07/17/26 08 นาฬิกา 44 นาที,-888.9,-888.9,-888.9,-888.9
57858,07/17/26 08 นาฬิกา 44 นาที,-888.9,-888.9,-888.9,-888.9
57859,07/17/26 08 นาฬิกา 44 นาที,-888.9,-888.9,-888.9,-888.9
57860,07/17/26 08 นาฬิกา 44 นาที,-888.9,-888.9,-888.9,-888.9
57861,07/17/26 08 นาฬิกา 44 นาที,-888.9,-888.9,-888.9,-888.9
57862,07/17/26 08 นาฬิกา 45 นาที,-888.9,-888.9,-888.9,-888.9
57863,07/17/26 08 นาฬิกา 45 นาที,-888.9,-888.9,-888.9,-888.9
57864,07/17/26 08 นาฬิกา 45 นาที,-888.9,-888.9,-888.9,-888.9
57865,07/17/26 08 นาฬิกา 45 นาที,-888.9,-888.9,-888.9,-888.9
57866,07/17/26 08 นาฬิกา 45 นาที,-888.9,-888.9,-888.9,-888.9
57867,07/17/26 08 นาฬิกา 45 นาที,-888.9,-888.9,-888.9,-888.9
57868,07/17/26 08 นาฬิกา 46 นาที,-888.9,-888.9,-888.9,-888.9
57869,07/17/26 08 นาฬิกา 46 นาที,-888.9,-888.9,-888.9,-888.9
57870,07/17/26 08 นาฬิกา 46 นาที,-888.9,-888.9,-888.9,-888.9
57871,07/17/26 08 นาฬิกา 46 นาที,-888.9,-888.9,-888.9,-888.9
57872,07/17/26 08 นาฬิกา 46 นาที,-888.9,-888.9,-888.9,-888.9
57873,07/17/26 08 นาฬิกา 46 นาที,-888.9,-888.9,-888.9,-888.9
57874,07/17/26 08 นาฬิกา 47 นาที,-888.9,-888.9,-888.9,-888.9
57875,07/17/26 08 นาฬิกา 47 นาที,-888.9,-888.9,-888.9,-888.9
57876,07/17/26 08 นาฬิกา 47 นาที,-888.9,-888.9,-888.9,-888.9
57877,07/17/26 08 นาฬิกา 47 นาที,-888.9,-888.9,-888.9,-888.9
57878,07/17/26 08 นาฬิกา 47 นาที,-888.9,-888.9,-888.9,-888.9
57879,07/17/26 08 นาฬิกา 47 นาที,-888.9,-888.9,-888.9,-888.9
57880,07/17/26 08 นาฬิกา 48 นาที,-888.9,-888.9,-888.9,-888.9
57881,07/17/26 08 นาฬิกา 48 นาที,-888.9,-888.9,-888.9,-888.9
57882,07/17/26 08 นาฬิกา 48 นาที,-888.9,-888.9,-888.9,-888.9
57883,07/17/26 08 นาฬิกา 48 นาที,-888.9,-888.9,-888.9,-888.9
57884,07/17/26 08 นาฬิกา 48 นาที,-888.9,-888.9,-888.9,-888.9
57885,07/17/26 08 นาฬิกา 48 นาที,-888.9,-888.9,-888.9,-888.9
57886,07/17/26 08 นาฬิกา 49 นาที,-888.9,-888.9,-888.9,-888.9
57887,07/17/26 08 นาฬิกา 49 นาที,-888.9,-888.9,-888.9,-888.9
57888,07/17/26 08 นาฬิกา 49 นาที,-888.9,-888.9,-888.9,-888.9
57889,07/17/26 08 นาฬิกา 49 นาที,-888.9,-888.9,-888.9,-888.9
57890,07/17/26 08 นาฬิกา 49 นาที,-888.9,-888.9,-888.9,-888.9
57891,07/17/26 08 นาฬิกา 49 นาที,-888.9,-888.9,-888.9,-888.9
57892,07/17/26 08 นาฬิกา 50 นาที,-888.9,-888.9,-888.9,-888.9
57893,07/17/26 08 นาฬิกา 50 นาที,-888.9,-888.9,-888.9,-888.9
57894,07/17/26 08 นาฬิกา 50 นาที,-888.9,-888.9,-888.9,-888.9
57895,07/17/26 08 นาฬิกา 50 นาที,-888.9,-888.9,-888.9,-888.9
57896,07/17/26 08 นาฬิกา 50 นาที,-888.9,-888.9,-888.9,-888.9
57897,07/17/26 08 นาฬิกา 50 นาที,-888.9,-888.9,-888.9,-888.9
57898,07/17/26 08 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
57899,07/17/26 08 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
57900,07/17/26 08 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
57901,07/17/26 08 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
57902,07/17/26 08 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
57903,07/17/26 08 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
57904,07/17/26 08 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
57905,07/17/26 08 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
57906,07/17/26 08 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
57907,07/17/26 08 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
57908,07/17/26 08 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
57909,07/17/26 08 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
57910,07/17/26 08 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
57911,07/17/26 08 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
57912,07/17/26 08 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
57913,07/17/26 08 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
57914,07/17/26 08 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
57915,07/17/26 08 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
57916,07/17/26 08 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
57917,07/17/26 08 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
57918,07/17/26 08 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
57919,07/17/26 08 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
57920,07/17/26 08 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
57921,07/17/26 08 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
57922,07/17/26 08 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
57923,07/17/26 08 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
57924,07/17/26 08 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
57925,07/17/26 08 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
57926,07/17/26 08 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
57927,07/17/26 08 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
57928,07/17/26 08 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
57929,07/17/26 08 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
57930,07/17/26 08 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
57931,07/17/26 08 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
57932,07/17/26 08 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
57933,07/17/26 08 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
57934,07/17/26 08 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
57935,07/17/26 08 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
57936,07/17/26 08 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
57937,07/17/26 08 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
57938,07/17/26 08 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
57939,07/17/26 08 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
57940,07/17/26 08 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
57941,07/17/26 08 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
57942,07/17/26 08 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
57943,07/17/26 08 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
57944,07/17/26 08 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
57945,07/17/26 08 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
57946,07/17/26 08 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
57947,07/17/26 08 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
57948,07/17/26 08 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
57949,07/17/26 08 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
57950,07/17/26 08 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
57951,07/17/26 08 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
57952,07/17/26 09 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
57953,07/17/26 09 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
57954,07/17/26 09 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
57955,07/17/26 09 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
57956,07/17/26 09 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
57957,07/17/26 09 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
57958,07/17/26 09 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
57959,07/17/26 09 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
57960,07/17/26 09 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
57961,07/17/26 09 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
57962,07/17/26 09 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
57963,07/17/26 09 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
57964,07/17/26 09 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
57965,07/17/26 09 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
57966,07/17/26 09 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
57967,07/17/26 09 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
57968,07/17/26 09 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
57969,07/17/26 09 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
57970,07/17/26 09 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
57971,07/17/26 09 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
57972,07/17/26 09 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
57973,07/17/26 09 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
57974,07/17/26 09 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
57975,07/17/26 09 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
57976,07/17/26 09 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
57977,07/17/26 09 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
57978,07/17/26 09 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
57979,07/17/26 09 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
57980,07/17/26 09 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
57981,07/17/26 09 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
57982,07/17/26 09 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
57983,07/17/26 09 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
57984,07/17/26 09 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
57985,07/17/26 09 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
57986,07/17/26 09 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
57987,07/17/26 09 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
57988,07/17/26 09 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
57989,07/17/26 09 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
57990,07/17/26 09 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
57991,07/17/26 09 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
57992,07/17/26 09 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
57993,07/17/26 09 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
57994,07/17/26 09 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
57995,07/17/26 09 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
57996,07/17/26 09 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
57997,07/17/26 09 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
57998,07/17/26 09 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
57999,07/17/26 09 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
58000,07/17/26 09 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
58001,07/17/26 09 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
58002,07/17/26 09 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
58003,07/17/26 09 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
58004,07/17/26 09 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
58005,07/17/26 09 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
58006,07/17/26 09 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
58007,07/17/26 09 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
58008,07/17/26 09 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
58009,07/17/26 09 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
58010,07/17/26 09 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
58011,07/17/26 09 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
58012,07/17/26 09 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
58013,07/17/26 09 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
58014,07/17/26 09 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
58015,07/17/26 09 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
58016,07/17/26 09 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
58017,07/17/26 09 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
58018,07/17/26 09 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
58019,07/17/26 09 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
58020,07/17/26 09 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
58021,07/17/26 09 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
58022,07/17/26 09 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
58023,07/17/26 09 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
58024,07/17/26 09 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
58025,07/17/26 09 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
58026,07/17/26 09 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
58027,07/17/26 09 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
58028,07/17/26 09 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
58029,07/17/26 09 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
58030,07/17/26 09 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
58031,07/17/26 09 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
58032,07/17/26 09 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
58033,07/17/26 09 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
58034,07/17/26 09 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
58035,07/17/26 09 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
58036,07/17/26 09 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
58037,07/17/26 09 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
58038,07/17/26 09 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
58039,07/17/26 09 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
58040,07/17/26 09 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
58041,07/17/26 09 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
58042,07/17/26 09 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
58043,07/17/26 09 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
58044,07/17/26 09 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
58045,07/17/26 09 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
58046,07/17/26 09 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
58047,07/17/26 09 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
58048,07/17/26 09 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
58049,07/17/26 09 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
58050,07/17/26 09 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
58051,07/17/26 09 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
58052,07/17/26 09 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
58053,07/17/26 09 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
58054,07/17/26 09 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
58055,07/17/26 09 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
58056,07/17/26 09 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
58057,07/17/26 09 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
58058,07/17/26 09 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
58059,07/17/26 09 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
58060,07/17/26 09 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
58061,07/17/26 09 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
58062,07/17/26 09 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
58063,07/17/26 09 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
58064,07/17/26 09 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
58065,07/17/26 09 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
58066,07/17/26 09 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
58067,07/17/26 09 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
58068,07/17/26 09 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
58069,07/17/26 09 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
58070,07/17/26 09 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
58071,07/17/26 09 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
58072,07/17/26 09 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
58073,07/17/26 09 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
